Document,Date,Author,Unique Agent Target,Back-likelihood-binarized-by-rule,Back-likelihood,Back-strength,Build-likelihood-binarized-by-rule,Build-likelihood,Build-strength,Bridge-likelihood-binarized-by-rule,Bridge-likelihood,Bridge-strength,Boost-likelihood-binarized-by-rule,Boost-likelihood,Boost-strength,Excite-likelihood-binarized-by-rule,Excite-likelihood,Excite-strength,Engage-likelihood-binarized-by-rule,Engage-likelihood,Engage-strength,Explain-likelihood-binarized-by-rule,Explain-likelihood,Explain-strength,Enhance-likelihood-binarized-by-rule,Enhance-likelihood,Enhance-strength,Neutralize-likelihood-binarized-by-rule,Neutralize-likelihood,Neutralize-strength,Negate-likelihood-binarized-by-rule,Negate-likelihood,Negate-strength,Narrow-likelihood-binarized-by-rule,Narrow-likelihood,Narrow-strength,Neglect-likelihood-binarized-by-rule,Neglect-likelihood,Neglect-strength,Dismay-likelihood-binarized-by-rule,Dismay-likelihood,Dismay-strength,Dismiss-likelihood-binarized-by-rule,Dismiss-likelihood,Dismiss-strength,Distort-likelihood-binarized-by-rule,Distort-likelihood,Distort-strength,Distract-likelihood-binarized-by-rule,Distract-likelihood,Distract-strength,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 20:09:00-04,OnoMilo06,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:56:21-04,ArmyRecognition,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:55:50-04,wtaka007,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:48:26-04,USPacificFleet,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 19:28:48-04,davidnmccrea,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:25:02-04,FighterJets916,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:08:23-04,gerciksinan,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 19:06:11-04,JorgePonceCaraz,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 19:02:40-04,StriebRoman,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 18:51:30-04,RamonSyllva29,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 18:49:55-04,Mabel_Danger,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 18:28:56-04,usna06marine,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 17:35:29-04,sondravet22,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 17:23:50-04,Fandango831,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 17:19:56-04,jrlosinger,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:55:37-04,aevum2020,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:54:20-04,douglaschongys,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:52:04-04,ASsuuna1,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 16:47:29-04,SanjuSa46005906,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:40:53-04,Tinker_Sparked,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:39:40-04,JediHaloMan21,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:21:17-04,b503yukikaze,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:11:51-04,NelsColeman,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:10:28-04,WarshipsIFR,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:05:03-04,saravanangee,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:04:54-04,TeresaM19445404,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:04:21-04,tester88910960,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:03:27-04,zachvat,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
RT @INDOPACOM: #F35B Lightning II aircrafts attached to #VMFA22 prepare to land on the flight deck aboard #USSTripoli. #FreeAndOpenIndoPacific  #PacificOcean #Readiness  : MC2 Theodore Quintana https://t.co/g26d9f0s7Q,2022-04-11 16:02:45-04,Turgut_Guliyev,INDOPACOM,1,1,0.700,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.235,0.191,1,1,0.699,0,0.455,0.364,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 15:12:32-04,TS_EF8046,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
RT @INDOPACOM: More than 200 joint personnel and 27 participating squadrons from @USPacificFleet and @PACAF conduct an open-sea rescue during a Combat Search and Rescue Training Event over the #PacificOcean. #FreeAndOpenIndoPacific  #CSARTE22 #JointForce #Readiness   : Staff Sgt. Skyler Combs https://t.co/ZQZ7w5mwJ5,2022-04-11 14:50:21-04,BL1ND3RS0FF,INDOPACOM,1,1,0.700,1,0.500,0.333,1,0.667,0.300,1,0.519,0.333,1,0.333,0.196,1,1,0.699,1,0.485,0.417,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,0,0,0,1,0.175,0.096,1,0.125,0.031,0,0,0,1,0.250,0.104,
RT @usembassytokyo: 違法・無報告・無規制漁業は、合法的な漁業者に毎年数百億ドルの収入減をもたらしています。米沿岸警備隊は太平洋地域の同盟国やパートナーと協力し、法律の施行と漁業資源の保護に貢献しています。 #ourocean2022 #FreeandOpenIndoPacific https://t.co/GMq9JaSZVb,2022-04-11 14:46:28-04,UngylR,usembassytokyo,1,1,0.667,0,0,0,0,0,0,0,0,0,0,0.118,0.074,1,1,0.625,1,0.545,0.409,1,1,0.667,0,0,0,1,0.103,0.058,1,0.400,0.050,1,0.667,0.667,1,0.175,0.096,0,0.062,0.016,0,0,0,0,0.167,0.021,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 14:36:28-04,Y_Ash_S,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 14:12:28-04,2reconb_laxer,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 13:45:52-04,woMfbJKqIvydpRP,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 13:33:10-04,akira2301taji,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 13:30:32-04,woMfbJKqIvydpRP,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 12:44:10-04,kidoudan,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
"RT @INDOPACOM: A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-11 12:35:32-04,sutoku3,INDOPACOM,1,1,0.700,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.235,0.176,1,1,0.681,1,0.485,0.417,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 12:29:47-04,ClenKell,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 12:04:50-04,flymcaa,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
RT @INDOPACOM: More than 200 joint personnel and 27 participating squadrons from @USPacificFleet and @PACAF conduct an open-sea rescue during a Combat Search and Rescue Training Event over the #PacificOcean. #FreeAndOpenIndoPacific  #CSARTE22 #JointForce #Readiness   : Staff Sgt. Skyler Combs https://t.co/ZQZ7w5mwJ5,2022-04-11 11:52:49-04,Martinacuna1965,INDOPACOM,1,1,0.700,1,0.500,0.333,1,0.667,0.300,1,0.519,0.333,1,0.333,0.196,1,1,0.699,1,0.485,0.417,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,0,0,0,1,0.175,0.096,1,0.125,0.031,0,0,0,1,0.250,0.104,
"RT @jmsdf_pao_eng: 9 APR, JS SUZUTSUKI conducted Maritime Cooperative Activities with Philippine Navy frigate BRP JOSE RIZAL off the coast of Subic to realize a #FreeandopenIndoPacific. The JMSDF promote mutual understanding with the Philippine Navy. ⚓️  #FOIP #JMSDF70th #Philippine https://t.co/uTe1YwBnmv",2022-04-11 11:36:04-04,amehurashiorz,jmsdf_pao_eng,1,1,0.700,0,0.278,0.250,1,0.267,0.250,1,0.370,0.333,0,0.235,0.191,1,1,0.681,0,0.455,0.386,1,1,0.683,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.118,1,0.188,0.094,0,0,0,1,0.250,0.104,
"RT @1stMAW_Marines: MCCRE: Marine Corps Combat Readiness Evaluation.   #USMarines with Marine Air Support Squadron 2, set up communications equipment during a MCCRE which creates a challenging, realistic training environment that produces combat-ready forces.  @USMC #FreeandopenIndoPacific https://t.co/NwdQhlIkro",2022-04-11 11:29:45-04,T_AH19,1stMAW_Marines,1,1,0.728,1,0.556,0.333,1,0.267,0.150,1,0.481,0.306,0,0.255,0.211,1,1,0.699,1,0.485,0.326,1,1,0.700,1,0.027,0.020,1,0.077,0.058,1,0.400,0.050,0,0,0,1,0.193,0.154,1,0.250,0.125,0,0,0,1,0.278,0.188,
